N,P,K,temperature,humidity,pH,rainfall,crop
81.95,27.61,46.4,31.68,87.91,6.99,1332.16,Rice
95.25,21.6,52.42,30.26,73.33,6.31,1391.95,Rice
118.1,26.41,58.04,27.58,65.98,6.55,412.52,Corn
18.25,21.86,41.47,17.09,53.93,7.03,271.04,Barley
138.04,47.72,84.75,19.93,62.36,7.21,518.8,Sugarbeet
67.01,34.56,50.35,29.83,82.15,6.67,1283.49,Rice
80.63,34.72,47.24,21.98,60.46,6.66,316.42,Wheat
79.33,30.9,36.52,20.7,52.66,7.1,277.96,Wheat
170.96,57.73,98.65,23.33,66.93,6.72,998.37,Sugarcane
73.01,35.75,46.1,25.26,63.32,6.83,341.27,Tomato
35.6,27.76,40.11,18.86,43.74,6.01,232.73,Gram
45.42,36.44,59.26,27.88,54.99,6.69,535.85,Soybean
78.29,30.14,46.38,33.02,55.62,6.79,607.65,Cotton
87.12,37.28,45.34,31.62,61.62,7.02,527.36,Cotton
56.7,30.74,47.95,20.59,61.93,7.24,400.02,Wheat
137.23,25.72,49.12,28.06,65.66,6.57,436.17,Corn
62.76,28.96,48.03,26.13,57.61,6.84,547.56,Soybean
102.63,36.43,68.5,23.17,64.91,6.14,422.53,Maize
112.6,29.09,84.09,21.4,66.03,6.82,325.49,Onion
76.75,27.96,34.82,19.58,69.9,7.22,356.65,Barley
108.57,29.95,61.98,24.04,65.82,7.21,421.56,Maize
64.34,31.46,52.33,20.36,43.84,7.38,275.72,Wheat
77.58,33.63,46.93,18.16,65.17,7.06,413.78,Barley
51.49,26.29,54.74,19.63,77.22,7.08,398.9,Onion
42.34,25.48,43.79,20.69,52.58,6.6,313.22,Pulses
52.55,32.83,47.5,24.29,60.43,6.69,493.22,Soybean
94.39,34.26,71.32,24.96,88.16,6.9,326.45,Tomato
56.93,24.79,49.71,17.69,60.66,7.15,248.63,Gram
153.3,58.16,83.27,25.02,80.31,6.73,1101.59,Sugarcane
95.55,33.77,73.97,25.33,70.9,6.78,433.44,Corn
123.77,58.77,75.81,18.4,56.07,7.27,399.27,Sugarbeet
61.73,14.65,36.45,31.01,37.57,7.26,495.41,Millet
0.51,32.7,57.31,28.67,59.58,7.02,577.97,Soybean
68.71,25.28,50.71,26.6,72.98,6.87,1241.76,Rice
63.95,28.6,35.45,31.59,96.45,6.7,1375.29,Rice
149.51,51.11,99.11,22.47,80.59,7.2,989.2,Sugarcane
43.76,25.0,47.5,24.94,71.42,6.92,477.67,Soybean
82.37,33.15,81.22,18.44,51.69,6.33,410.27,Onion
60.69,14.79,24.59,31.08,41.25,6.7,423.47,Millet
45.74,21.86,43.98,24.02,49.62,6.79,426.87,Groundnut
25.93,23.96,41.5,29.12,54.43,6.66,498.94,Millet
34.14,42.54,51.95,22.67,63.29,6.72,397.9,Soybean
80.96,24.52,32.52,31.6,82.09,6.49,1313.49,Rice
56.45,27.14,50.13,18.53,74.77,7.64,366.31,Barley
113.44,45.34,84.7,22.21,56.3,7.84,397.93,Sugarbeet
102.54,31.41,55.8,23.41,73.76,6.88,457.64,Maize
87.55,25.85,59.72,29.96,47.07,7.02,479.23,Cotton
50.81,33.78,35.62,21.45,57.06,7.02,312.66,Pulses
134.81,60.17,89.14,24.49,60.51,6.08,1115.8,Sugarcane
99.34,23.52,55.52,25.03,66.76,6.63,369.35,Tomato
130.41,46.86,83.93,20.46,67.51,7.26,384.7,Sugarbeet
120.71,46.24,59.05,18.08,64.12,7.01,453.4,Sugarbeet
84.14,29.53,43.08,29.67,93.0,6.27,1317.64,Rice
39.04,30.97,62.14,22.22,58.73,6.93,441.12,Soybean
79.35,31.68,54.31,18.05,69.3,6.82,247.35,Onion
124.54,59.28,93.76,24.12,68.91,6.77,1098.29,Sugarcane
150.38,60.86,99.33,25.21,81.64,6.61,1038.71,Sugarcane
24.73,20.75,37.4,26.95,50.66,6.52,395.04,Groundnut
48.95,19.18,42.08,20.76,59.9,7.42,313.07,Pulses
80.55,18.77,37.9,18.99,50.37,7.29,225.37,Barley
27.2,11.82,55.28,20.77,58.19,6.96,264.79,Gram
59.94,25.3,32.01,16.62,59.65,6.85,310.94,Barley
77.27,26.5,55.37,21.16,65.77,6.66,258.7,Onion
100.15,30.26,55.49,31.0,93.5,6.8,1328.79,Rice
75.97,28.77,52.94,18.86,54.45,7.14,332.88,Barley
66.17,30.1,43.07,27.18,91.75,5.82,1388.83,Rice
71.13,21.4,37.64,21.66,51.98,7.07,329.76,Wheat
20.16,21.72,54.93,15.26,61.9,6.85,378.12,Gram
48.29,34.26,48.27,24.06,56.37,7.01,520.95,Soybean
143.12,46.04,88.73,15.88,61.75,7.53,515.39,Sugarbeet
97.44,29.09,59.09,29.23,55.56,7.07,638.59,Cotton
51.15,21.97,34.61,21.19,64.78,6.48,323.38,Pulses
39.0,27.06,27.49,19.76,55.73,6.64,343.94,Pulses
47.83,28.68,30.67,15.4,47.37,6.81,352.87,Pulses
168.33,57.47,100.0,25.55,71.04,6.69,1007.57,Sugarcane
81.09,34.45,40.22,29.08,91.07,6.63,1364.6,Rice
108.67,51.43,70.52,18.37,61.21,6.58,413.74,Sugarbeet
40.09,34.1,51.49,19.02,51.95,6.9,343.93,Wheat
40.01,33.29,44.89,20.69,60.03,6.56,196.6,Gram
